proposal_id,queue_id,sample_id,candidate_unit_index,candidate_unit_text,include_as_evidence,surface_topic_proposed,mechanism_label_proposed,evidence_phrase_proposed,proposal_confidence,needs_human_review,proposal_reason,proposer_type,proposal_status
AP_0267,BQ_0267,BILI_0113,3,设计师，还我海斗,uncertain,communication_transparency,trust_communication_gap,设计师，还我海斗,low,true,命中「设计师」但文本较短，存疑,rule_based_baseline,rule_based_proposed_unreviewed
AP_0268,BQ_0268,BILI_0113,4,上期视频说海斗好玩，结果更新完就打脸了,uncertain,,uncertain,上期视频说海斗好玩，结果更新完就打脸了,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0269,BQ_0269,BILI_0113,5,拳头直接拉了一波大的,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0270,BQ_0270,BILI_0113,6,设计师还我海斗,uncertain,communication_transparency,trust_communication_gap,设计师还我海斗,low,true,命中「设计师」但文本较短，存疑,rule_based_baseline,rule_based_proposed_unreviewed
AP_0271,BQ_0271,BILI_0114,1,从海克斯大乱斗出来到现在唯一一把玩的普通大乱斗是点错了,uncertain,event_design,uncertain,从海克斯大乱斗出来到现在唯一一把玩的普通,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0272,BQ_0272,BILI_0115,1,海克斯大乱斗真的凉了，我今早四点多排，居然排了十几秒才排到,uncertain,event_design,uncertain,海克斯大乱斗真的凉了，我今早四点多排，居,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0273,BQ_0273,BILI_0116,1,本质赌博游戏，开始玩的爽，玩多了系统开始宰猪，随垃圾英雄，随垃圾海克斯，固定流程,yes,balance,competence_frustration,系统开始宰猪，随垃圾英雄，随垃圾海克,medium,true,命中机制关键信号「垃圾」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0274,BQ_0274,BILI_0117,1,因为只是玩游戏的,no,,,,low,true,无明确机制指向且依赖上下文，暂不作为独立证据,rule_based_baseline,rule_based_proposed_unreviewed
AP_0275,BQ_0275,BILI_0117,2,没人陪你自我感动上演坐牢二十分钟逆风翻盘的对局，影响心情,uncertain,,uncertain,没人陪你自我感动上演坐牢二十分钟逆风翻盘,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0276,BQ_0276,BILI_0118,1,对面一直虐泉不推，队友还不点，这种我真是理解不了一点,uncertain,matchmaking,uncertain,对面一直虐泉不推，队友还不点，这种我真是,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0277,BQ_0277,BILI_0119,1,这种被虐泉还不点的队友，比对面还恶心，其实你只要不参团不清线，在他们旁边看戏，反正他们也打不过对面，要不了多久水晶就被小兵推了，大乱斗兵线刷新很快的,yes,matchmaking,competence_frustration,看戏，反正他们也打不过对面，要不了多久,medium,true,命中机制关键信号「打不过」，可作候选证据（待人工复核）,rule_based_baseline,rule_based_proposed_unreviewed
AP_0278,BQ_0278,BILI_0120,1,大乱斗玩多了就知道了，开局就能预测到结果,uncertain,event_design,uncertain,大乱斗玩多了就知道了，开局就能预测到结果,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
AP_0279,BQ_0279,BILI_0120,2,而且有些人并不是全能的，玩某些英雄很捞，你不要以为队友能扶起来，他每一波团战都在混，你c不起来就赶紧点了,uncertain,matchmaking,uncertain,而且有些人并不是全能的，玩某些英雄很捞，,low,true,有内容但机制指向不明确，需人工判断,rule_based_baseline,rule_based_proposed_unreviewed
